页签,序号,项目名称,分类,上游地址,entity_type,reason,source,expanded_from_org,stars,description,language,llm_note,foundation_name,evidence,confidence
昇腾,86,LightX2V,推理加速,https://github.com/ModelTC/LightX2V,repo,脚本分类: github.com/ModelTC/LightX2V,repo,,,,,,none,企业/公司项目: SenseTime,S
昇腾,87,xDiT,推理加速,https://github.com/xdit-project/xDiT,repo,脚本分类: github.com/xdit-project/xDiT,repo,,,,,,none,企业/公司项目: academic research,S
昇腾,91,TileLang,算子库和编程,https://github.com/tile-ai/tilelang,repo,脚本分类: github.com/tile-ai/tilelang,repo,,,,,,none,企业/公司项目: academic research,S
鲲鹏,1,Glibc,基础库&加速库,https://github.com/bminor/glibc,repo,脚本分类: github.com/bminor/glibc,repo,,,,,,none,个人开发者项目,S
鲲鹏,2,Hyperscan,基础库&加速库,https://github.com/est31/cargo-udeps,repo,脚本分类: github.com/est31/cargo-udeps,repo,,,,,,none,个人开发者项目,S
鲲鹏,4,Zlib,基础库&加速库,https://github.com/madler/zlib,repo,脚本分类: github.com/madler/zlib,repo,,,,,,none,个人开发者项目,S
鲲鹏,5,LZ4,基础库&加速库,https://github.com/lz4/lz4,repo,脚本分类: github.com/lz4/lz4,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,6,zlib-ng,基础库&加速库,https://github.com/zlib-ng/zlib-ng,repo,脚本分类: github.com/zlib-ng/zlib-ng,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,7,edk2,基础库&加速库,https://github.com/tianocore/edk2,repo,脚本分类: github.com/tianocore/edk2,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,8,Suricata,基础库&加速库,https://github.com/OISF/suricata.git,repo,脚本分类: github.com/OISF/suricata.git,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,9,Snort,基础库&加速库,https://github.com/snort3/snort3,repo,脚本分类: github.com/snort3/snort3,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,10,nDPI,基础库&加速库,https://github.com/ntop/nDPI,repo,脚本分类: github.com/ntop/nDPI,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,11,Gzip,基础库&加速库,https://github.com/distrotech/gzip,repo,脚本分类: github.com/distrotech/gzip,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,12,Zstd,基础库&加速库,https://github.com/facebook/zstd,repo,脚本分类: github.com/facebook/zstd,repo,,,,,,none,企业/公司项目: Meta,S
鲲鹏,13,Snappy,基础库&加速库,https://github.com/google/snappy,repo,脚本分类: github.com/google/snappy,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,14,X265,基础库&加速库,https://github.com/videolan/x265,repo,脚本分类: github.com/videolan/x265,repo,,,,,,VideoLAN,GitHub org匹配: videolan → VideoLAN,S
鲲鹏,15,DPDK,基础库&加速库,https://github.com/dpdk/dpdk,repo,脚本分类: github.com/dpdk/dpdk,repo,,,,,,Linux Foundation,GitHub org匹配: dpdk → Linux Foundation,S
鲲鹏,16,X264,基础库&加速库,https://code.videolan.org/videolan/x264,repo,脚本分类: code.videolan.org/videolan/x264,repo,,,,,,VideoLAN,VideoLAN项目,S
鲲鹏,17,SPDK,基础库&加速库,https://github.com/spdk/spdk,repo,脚本分类: github.com/spdk/spdk,repo,,,,,,Linux Foundation,GitHub org匹配: spdk → Linux Foundation,S
鲲鹏,18,Bcache,基础库&加速库,https://github.com/g2p/bcache-tools,repo,脚本分类: github.com/g2p/bcache-tools,repo,,,,,,none,Linux内核相关工具，个人维护,A
鲲鹏,19,OpenBLAS,基础库&加速库,https://github.com/xianyi/openblas,repo,脚本分类: github.com/xianyi/openblas,repo,,,,,,none,个人开发者项目,S
鲲鹏,20,lapack,基础库&加速库,https://github.com/reference-lapack/lapack,repo,脚本分类: github.com/reference-lapack/lapack,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,21,Numpy,基础库&加速库,https://github.com/numpy/numpy,repo,脚本分类: github.com/numpy/numpy,repo,,,,,,NumFOCUS,基金会项目列表匹配: numpy/numpy,S
鲲鹏,22,ISA-L,基础库&加速库,https://github.com/intel/isa-l,repo,脚本分类: github.com/intel/isa-l,repo,,,,,,none,企业/公司项目: Intel,S
鲲鹏,23,EMU,ARM应用支持,https://github.com/treangenlab/emu,repo,脚本分类: github.com/treangenlab/emu,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,24,Mesa,ARM应用支持,https://github.com/mesa3d/mesa,repo,脚本分类: github.com/mesa3d/mesa,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,25,Binder,ARM应用支持,https://github.com/kupferlauncher/keybinder,repo,脚本分类: github.com/kupferlauncher/keybinder,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,26,LLVM,ARM应用支持,"https://llvm.org/
https://github.com/llvm/llvm-project",repo,脚本分类: github.com/llvm/llvm-project,repo,,,,,,none,非GitHub平台项目,B
鲲鹏,27,libdrm,ARM应用支持,https://gitlab.freedesktop.org/mesa/drm,repo,脚本分类: gitlab.freedesktop.org/mesa/drm,repo,,,,,,freedesktop.org,freedesktop.org项目,A
鲲鹏,28,musl,ARM应用支持,https://git.musl-libc.org/cgit/musl,repo,脚本分类: git.musl-libc.org/cgit/musl,repo,,,,,,none,非GitHub平台项目,B
鲲鹏,29,OpenH264,ARM应用支持,https://github.com/cisco/openh264,repo,脚本分类: github.com/cisco/openh264,repo,,,,,,none,企业/公司项目: Cisco,S
鲲鹏,30,Opus,ARM应用支持,https://github.com/xiph/opus,repo,脚本分类: github.com/xiph/opus,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,31,cJSON,ARM应用支持,https://github.com/davegamble/cjson,repo,脚本分类: github.com/davegamble/cjson,repo,,,,,,none,个人开发者项目,S
鲲鹏,32,libyuv-android,ARM应用支持,https://github.com/crow-misia/libyuv-android,repo,脚本分类: github.com/crow-misia/libyuv-android,repo,,,,,,none,个人开发者项目,S
鲲鹏,33,benchmark,ARM应用支持,https://github.com/google/benchmark,repo,脚本分类: github.com/google/benchmark,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,35,Ffmpeg,ARM应用支持,https://github.com/ffmpeg/ffmpeg,repo,脚本分类: github.com/ffmpeg/ffmpeg,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,36,libjpeg-turbo,ARM应用支持,https://github.com/libjpeg-turbo/libjpeg-turbo,repo,脚本分类: github.com/libjpeg-turbo/libjpeg-turbo,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,37,Hadoop,大数据,https://github.com/apache/hadoop,repo,脚本分类: github.com/apache/hadoop,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/hadoop,S
鲲鹏,38,Spark,大数据,https://github.com/apache/spark,repo,脚本分类: github.com/apache/spark,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/spark,S
鲲鹏,39,Hive,大数据,https://github.com/apache/hive,repo,脚本分类: github.com/apache/hive,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/hive,S
鲲鹏,40,HBase,大数据,https://github.com/apache/hbase,repo,脚本分类: github.com/apache/hbase,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/hbase,S
鲲鹏,42,Flink,大数据,https://github.com/apache/flink,repo,脚本分类: github.com/apache/flink,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/flink,S
鲲鹏,43,Kafka,大数据,https://github.com/apache/kafka,repo,脚本分类: github.com/apache/kafka,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/kafka,S
鲲鹏,44,Storm,大数据,https://github.com/apache/storm,repo,脚本分类: github.com/apache/storm,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/storm,S
鲲鹏,45,Redis,大数据,https://github.com/redis/redis,repo,脚本分类: github.com/redis/redis,repo,,,,,,none,企业/公司项目: Redis Ltd,S
鲲鹏,46,Impala,大数据,https://github.com/apache/impala,repo,脚本分类: github.com/apache/impala,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/impala,S
鲲鹏,47,Zookeeper,大数据,https://github.com/apache/zookeeper,repo,脚本分类: github.com/apache/zookeeper,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/zookeeper,S
鲲鹏,48,ClickHouse,大数据,https://github.com/clickhouse/clickhouse,repo,脚本分类: github.com/clickhouse/clickhouse,repo,,,,,,none,企业/公司项目: ClickHouse Inc,S
鲲鹏,49,Alluxio,大数据,https://github.com/alluxio/alluxio,repo,脚本分类: github.com/alluxio/alluxio,repo,,,,,,none,企业/公司项目: Alluxio Inc,S
鲲鹏,50,Ranger,大数据,https://github.com/ranger/ranger,repo,脚本分类: github.com/ranger/ranger,repo,,,,,,none,企业/公司项目: Apache Ranger (company-maintained),S
鲲鹏,51,Tez,大数据,https://github.com/apache/tez,repo,脚本分类: github.com/apache/tez,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/tez,S
鲲鹏,52,Flume,大数据,https://github.com/apache/flume,repo,脚本分类: github.com/apache/flume,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/flume,S
鲲鹏,53,Oozie,大数据,https://github.com/apache/oozie,repo,脚本分类: github.com/apache/oozie,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/oozie,S
鲲鹏,54,Solr,大数据,https://github.com/apache/solr,repo,脚本分类: github.com/apache/solr,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/solr,S
鲲鹏,55,Presto,大数据,https://github.com/prestodb/presto,repo,脚本分类: github.com/prestodb/presto,repo,,,,,,none,企业/公司项目: Meta (Presto),S
鲲鹏,56,Kylin,大数据,https://github.com/apache/kylin,repo,脚本分类: github.com/apache/kylin,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/kylin,S
鲲鹏,57,Accumulo,大数据,https://github.com/apache/accumulo,repo,脚本分类: github.com/apache/accumulo,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/accumulo,S
鲲鹏,58,Avro,大数据,https://github.com/apache/avro,repo,脚本分类: github.com/apache/avro,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/avro,S
鲲鹏,59,logstash,大数据,https://github.com/elastic/logstash,repo,脚本分类: github.com/elastic/logstash,repo,,,,,,none,企业/公司项目: Elastic,S
鲲鹏,60,Kibana,大数据,https://github.com/elastic/kibana,repo,脚本分类: github.com/elastic/kibana,repo,,,,,,none,企业/公司项目: Elastic,S
鲲鹏,61,Knox,大数据,https://github.com/automattic/knox,repo,脚本分类: github.com/automattic/knox,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,62,Pig,大数据,https://github.com/apache/pig,repo,脚本分类: github.com/apache/pig,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/pig,S
鲲鹏,63,Atlas,大数据,https://github.com/apache/atlas,repo,脚本分类: github.com/apache/atlas,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/atlas,S
鲲鹏,64,Livy,大数据,https://github.com/apache/incubator-livy,repo,脚本分类: github.com/apache/incubator-livy,repo,,,,,,Apache Software Foundation,基金会项目名匹配: apache/livy,A
鲲鹏,65,Parquet,大数据,https://github.com/apache/parquet-java/,repo,脚本分类: github.com/apache/parquet-java,repo,,,,,,Apache Software Foundation,GitHub org匹配: apache → Apache Software Foundation,S
鲲鹏,66,Mesos,大数据,https://github.com/apache/mesos,repo,脚本分类: github.com/apache/mesos,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/mesos,S
鲲鹏,67,Thrift,大数据,https://github.com/apache/thrift,repo,脚本分类: github.com/apache/thrift,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/thrift,S
鲲鹏,68,Drill,大数据,https://github.com/apache/drill,repo,脚本分类: github.com/apache/drill,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/drill,S
鲲鹏,69,Druid,大数据,https://github.com/apache/druid,repo,脚本分类: github.com/apache/druid,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/druid,S
鲲鹏,70,Phoenix,大数据,https://github.com/apache/phoenix,repo,脚本分类: github.com/apache/phoenix,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/phoenix,S
鲲鹏,71,Lucene,大数据,https://github.com/apache/lucene,repo,脚本分类: github.com/apache/lucene,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/lucene,S
鲲鹏,72,TDengine,大数据,https://github.com/taosdata/tdengine,repo,脚本分类: github.com/taosdata/tdengine,repo,,,,,,none,企业/公司项目: TDengine/Taos Data,S
鲲鹏,73,Arrow,大数据,https://github.com/apache/arrow,repo,脚本分类: github.com/apache/arrow,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/arrow,S
鲲鹏,74,Kudu,大数据,https://github.com/apache/kudu,repo,脚本分类: github.com/apache/kudu,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/kudu,S
鲲鹏,75,Kyuubi,大数据,https://github.com/yaooqinn/kyuubi,repo,脚本分类: github.com/yaooqinn/kyuubi,repo,,,,,,Apache Software Foundation,Apache Kyuubi是Apache顶级项目,S
鲲鹏,76,Ceph,分布式存储,https://github.com/ceph/ceph,repo,脚本分类: github.com/ceph/ceph,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,77,GlusterFS,分布式存储,https://github.com/gluster/glusterfs,repo,脚本分类: github.com/gluster/glusterfs,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,79,FastDFS,分布式存储,https://github.com/greduan/emacs-theme-gruvbox,repo,脚本分类: github.com/greduan/emacs-theme-gruvbox,repo,,,,,,none,个人开发者项目,S
鲲鹏,80,MinIO,分布式存储,https://github.com/minio/minio,repo,脚本分类: github.com/minio/minio,repo,,,,,,none,企业/公司项目: MinIO Inc,S
鲲鹏,81,MooseFS,分布式存储,https://github.com/moosefs/moosefs,repo,脚本分类: github.com/moosefs/moosefs,repo,,,,,,none,社区/独立项目，无基金会归属,A
