页签,序号,项目名称,分类,上游地址,entity_type,reason
昇腾,79,AIBrix,推理加速,https://github.com/vllm-project/aibrix,repo,脚本分类: github.com/vllm-project/aibrix
昇腾,80,GPUStack,推理加速,https://github.com/gpustack/gpustack,repo,脚本分类: github.com/gpustack/gpustack
昇腾,81,DiffSynth-Studio,推理加速,https://github.com/modelscope/DiffSynth-Studio,repo,脚本分类: github.com/modelscope/DiffSynth-Studio
昇腾,82,FlagScale,推理加速,https://github.com/flagos-ai/FlagScale,repo,脚本分类: github.com/flagos-ai/FlagScale
昇腾,83,ColossalAI,推理加速,https://github.com/hpcaitech/ColossalAI,repo,脚本分类: github.com/hpcaitech/ColossalAI
昇腾,84,Vbench,推理加速,https://github.com/Vchitect/VBench,repo,脚本分类: github.com/Vchitect/VBench
昇腾,85,llm-compressor,推理加速,https://github.com/vllm-project/llm-compressor,repo,脚本分类: github.com/vllm-project/llm-compressor
昇腾,86,LightX2V,推理加速,https://github.com/ModelTC/LightX2V,repo,脚本分类: github.com/ModelTC/LightX2V
昇腾,87,xDiT,推理加速,https://github.com/xdit-project/xDiT,repo,脚本分类: github.com/xdit-project/xDiT
昇腾,88,deepseek-ai,推理加速,https://github.com/deepseek-ai,organization,"脚本分类: github.com/deepseek-ai (org-level URL, 已知归属: DeepSeek)"
昇腾,89,QwenLM,推理加速,https://github.com/QwenLM,organization,"脚本分类: github.com/QwenLM (org-level URL, 已知归属: 阿里/通义千问)"
昇腾,90,THUDM,推理加速,https://github.com/THUDM,organization,"脚本分类: github.com/THUDM (org-level URL, 已知归属: 清华大学)"
昇腾,91,TileLang,算子库和编程,https://github.com/tile-ai/tilelang,repo,脚本分类: github.com/tile-ai/tilelang
鲲鹏,1,Glibc,基础库&加速库,https://github.com/bminor/glibc,repo,脚本分类: github.com/bminor/glibc
鲲鹏,2,Hyperscan,基础库&加速库,https://github.com/est31/cargo-udeps,repo,脚本分类: github.com/est31/cargo-udeps
鲲鹏,3,openMPI,基础库&加速库,"https://www.open-mpi.org/
https://openucx.org/",organization,LLM分类: 上游地址包含两个独立项目URL(OpenMPI和OpenUCX)，属于多项目组织
鲲鹏,4,Zlib,基础库&加速库,https://github.com/madler/zlib,repo,脚本分类: github.com/madler/zlib
鲲鹏,5,LZ4,基础库&加速库,https://github.com/lz4/lz4,repo,脚本分类: github.com/lz4/lz4
鲲鹏,6,zlib-ng,基础库&加速库,https://github.com/zlib-ng/zlib-ng,repo,脚本分类: github.com/zlib-ng/zlib-ng
鲲鹏,7,edk2,基础库&加速库,https://github.com/tianocore/edk2,repo,脚本分类: github.com/tianocore/edk2
鲲鹏,8,Suricata,基础库&加速库,https://github.com/OISF/suricata.git,repo,脚本分类: github.com/OISF/suricata.git
鲲鹏,9,Snort,基础库&加速库,https://github.com/snort3/snort3,repo,脚本分类: github.com/snort3/snort3
鲲鹏,10,nDPI,基础库&加速库,https://github.com/ntop/nDPI,repo,脚本分类: github.com/ntop/nDPI
鲲鹏,11,Gzip,基础库&加速库,https://github.com/distrotech/gzip,repo,脚本分类: github.com/distrotech/gzip
鲲鹏,12,Zstd,基础库&加速库,https://github.com/facebook/zstd,repo,脚本分类: github.com/facebook/zstd
鲲鹏,13,Snappy,基础库&加速库,https://github.com/google/snappy,repo,脚本分类: github.com/google/snappy
鲲鹏,14,X265,基础库&加速库,https://github.com/videolan/x265,repo,脚本分类: github.com/videolan/x265
鲲鹏,15,DPDK,基础库&加速库,https://github.com/dpdk/dpdk,repo,脚本分类: github.com/dpdk/dpdk
鲲鹏,16,X264,基础库&加速库,https://code.videolan.org/videolan/x264,repo,脚本分类: code.videolan.org/videolan/x264
鲲鹏,17,SPDK,基础库&加速库,https://github.com/spdk/spdk,repo,脚本分类: github.com/spdk/spdk
鲲鹏,18,Bcache,基础库&加速库,https://github.com/g2p/bcache-tools,repo,脚本分类: github.com/g2p/bcache-tools
鲲鹏,19,OpenBLAS,基础库&加速库,https://github.com/xianyi/openblas,repo,脚本分类: github.com/xianyi/openblas
鲲鹏,20,lapack,基础库&加速库,https://github.com/reference-lapack/lapack,repo,脚本分类: github.com/reference-lapack/lapack
鲲鹏,21,Numpy,基础库&加速库,https://github.com/numpy/numpy,repo,脚本分类: github.com/numpy/numpy
鲲鹏,22,ISA-L,基础库&加速库,https://github.com/intel/isa-l,repo,脚本分类: github.com/intel/isa-l
鲲鹏,23,EMU,ARM应用支持,https://github.com/treangenlab/emu,repo,脚本分类: github.com/treangenlab/emu
鲲鹏,24,Mesa,ARM应用支持,https://github.com/mesa3d/mesa,repo,脚本分类: github.com/mesa3d/mesa
鲲鹏,25,Binder,ARM应用支持,https://github.com/kupferlauncher/keybinder,repo,脚本分类: github.com/kupferlauncher/keybinder
鲲鹏,26,LLVM,ARM应用支持,"https://llvm.org/
https://github.com/llvm/llvm-project",repo,脚本分类: github.com/llvm/llvm-project
鲲鹏,27,libdrm,ARM应用支持,https://gitlab.freedesktop.org/mesa/drm,repo,脚本分类: gitlab.freedesktop.org/mesa/drm
鲲鹏,28,musl,ARM应用支持,https://git.musl-libc.org/cgit/musl,repo,脚本分类: git.musl-libc.org/cgit/musl
鲲鹏,29,OpenH264,ARM应用支持,https://github.com/cisco/openh264,repo,脚本分类: github.com/cisco/openh264
鲲鹏,30,Opus,ARM应用支持,https://github.com/xiph/opus,repo,脚本分类: github.com/xiph/opus
鲲鹏,31,cJSON,ARM应用支持,https://github.com/davegamble/cjson,repo,脚本分类: github.com/davegamble/cjson
鲲鹏,32,libyuv-android,ARM应用支持,https://github.com/crow-misia/libyuv-android,repo,脚本分类: github.com/crow-misia/libyuv-android
鲲鹏,33,benchmark,ARM应用支持,https://github.com/google/benchmark,repo,脚本分类: github.com/google/benchmark
鲲鹏,34,OpenCV,ARM应用支持,https://github.com/opencv/opencv,repo,脚本分类: github.com/opencv/opencv
鲲鹏,35,Ffmpeg,ARM应用支持,https://github.com/ffmpeg/ffmpeg,repo,脚本分类: github.com/ffmpeg/ffmpeg
鲲鹏,36,libjpeg-turbo,ARM应用支持,https://github.com/libjpeg-turbo/libjpeg-turbo,repo,脚本分类: github.com/libjpeg-turbo/libjpeg-turbo
鲲鹏,37,Hadoop,大数据,https://github.com/apache/hadoop,repo,脚本分类: github.com/apache/hadoop
鲲鹏,38,Spark,大数据,https://github.com/apache/spark,repo,脚本分类: github.com/apache/spark
鲲鹏,39,Hive,大数据,https://github.com/apache/hive,repo,脚本分类: github.com/apache/hive
鲲鹏,40,HBase,大数据,https://github.com/apache/hbase,repo,脚本分类: github.com/apache/hbase
鲲鹏,41,ElasticSearch,大数据,https://github.com/elastic/elasticsearch,repo,脚本分类: github.com/elastic/elasticsearch
鲲鹏,42,Flink,大数据,https://github.com/apache/flink,repo,脚本分类: github.com/apache/flink
鲲鹏,43,Kafka,大数据,https://github.com/apache/kafka,repo,脚本分类: github.com/apache/kafka
鲲鹏,44,Storm,大数据,https://github.com/apache/storm,repo,脚本分类: github.com/apache/storm
鲲鹏,45,Redis,大数据,https://github.com/redis/redis,repo,脚本分类: github.com/redis/redis
鲲鹏,46,Impala,大数据,https://github.com/apache/impala,repo,脚本分类: github.com/apache/impala
鲲鹏,47,Zookeeper,大数据,https://github.com/apache/zookeeper,repo,脚本分类: github.com/apache/zookeeper
鲲鹏,48,ClickHouse,大数据,https://github.com/clickhouse/clickhouse,repo,脚本分类: github.com/clickhouse/clickhouse
鲲鹏,49,Alluxio,大数据,https://github.com/alluxio/alluxio,repo,脚本分类: github.com/alluxio/alluxio
鲲鹏,50,Ranger,大数据,https://github.com/ranger/ranger,repo,脚本分类: github.com/ranger/ranger
鲲鹏,51,Tez,大数据,https://github.com/apache/tez,repo,脚本分类: github.com/apache/tez
鲲鹏,52,Flume,大数据,https://github.com/apache/flume,repo,脚本分类: github.com/apache/flume
鲲鹏,53,Oozie,大数据,https://github.com/apache/oozie,repo,脚本分类: github.com/apache/oozie
鲲鹏,54,Solr,大数据,https://github.com/apache/solr,repo,脚本分类: github.com/apache/solr
鲲鹏,55,Presto,大数据,https://github.com/prestodb/presto,repo,脚本分类: github.com/prestodb/presto
鲲鹏,56,Kylin,大数据,https://github.com/apache/kylin,repo,脚本分类: github.com/apache/kylin
鲲鹏,57,Accumulo,大数据,https://github.com/apache/accumulo,repo,脚本分类: github.com/apache/accumulo
鲲鹏,58,Avro,大数据,https://github.com/apache/avro,repo,脚本分类: github.com/apache/avro
鲲鹏,59,logstash,大数据,https://github.com/elastic/logstash,repo,脚本分类: github.com/elastic/logstash
鲲鹏,60,Kibana,大数据,https://github.com/elastic/kibana,repo,脚本分类: github.com/elastic/kibana
鲲鹏,61,Knox,大数据,https://github.com/automattic/knox,repo,脚本分类: github.com/automattic/knox
鲲鹏,62,Pig,大数据,https://github.com/apache/pig,repo,脚本分类: github.com/apache/pig
鲲鹏,63,Atlas,大数据,https://github.com/apache/atlas,repo,脚本分类: github.com/apache/atlas
鲲鹏,64,Livy,大数据,https://github.com/apache/incubator-livy,repo,脚本分类: github.com/apache/incubator-livy
鲲鹏,65,Parquet,大数据,https://github.com/apache/parquet-java/,repo,脚本分类: github.com/apache/parquet-java
鲲鹏,66,Mesos,大数据,https://github.com/apache/mesos,repo,脚本分类: github.com/apache/mesos
鲲鹏,67,Thrift,大数据,https://github.com/apache/thrift,repo,脚本分类: github.com/apache/thrift
鲲鹏,68,Drill,大数据,https://github.com/apache/drill,repo,脚本分类: github.com/apache/drill
鲲鹏,69,Druid,大数据,https://github.com/apache/druid,repo,脚本分类: github.com/apache/druid
鲲鹏,70,Phoenix,大数据,https://github.com/apache/phoenix,repo,脚本分类: github.com/apache/phoenix
鲲鹏,71,Lucene,大数据,https://github.com/apache/lucene,repo,脚本分类: github.com/apache/lucene
鲲鹏,72,TDengine,大数据,https://github.com/taosdata/tdengine,repo,脚本分类: github.com/taosdata/tdengine
鲲鹏,73,Arrow,大数据,https://github.com/apache/arrow,repo,脚本分类: github.com/apache/arrow
鲲鹏,74,Kudu,大数据,https://github.com/apache/kudu,repo,脚本分类: github.com/apache/kudu
鲲鹏,75,Kyuubi,大数据,https://github.com/yaooqinn/kyuubi,repo,脚本分类: github.com/yaooqinn/kyuubi
鲲鹏,76,Ceph,分布式存储,https://github.com/ceph/ceph,repo,脚本分类: github.com/ceph/ceph
鲲鹏,77,GlusterFS,分布式存储,https://github.com/gluster/glusterfs,repo,脚本分类: github.com/gluster/glusterfs
鲲鹏,78,Lustre,分布式存储,https://git.whamcloud.com/,repo,LLM分类: Lustre是单一分布式文件系统项目，git.whamcloud.com托管其源码仓库
鲲鹏,79,FastDFS,分布式存储,https://github.com/greduan/emacs-theme-gruvbox,repo,脚本分类: github.com/greduan/emacs-theme-gruvbox
鲲鹏,80,MinIO,分布式存储,https://github.com/minio/minio,repo,脚本分类: github.com/minio/minio
鲲鹏,81,MooseFS,分布式存储,https://github.com/moosefs/moosefs,repo,脚本分类: github.com/moosefs/moosefs
鲲鹏,82,LizardFS,分布式存储,https://github.com/lizardfs/lizardfs,repo,脚本分类: github.com/lizardfs/lizardfs
鲲鹏,83,Sheepdog,分布式存储,https://github.com/sheepdog/sheepdog,repo,脚本分类: github.com/sheepdog/sheepdog
鲲鹏,84,DRBD,分布式存储,https://github.com/linbit/drbd,repo,脚本分类: github.com/linbit/drbd
鲲鹏,85,DAOS,分布式存储,https://github.com/daos-stack/daos,repo,脚本分类: github.com/daos-stack/daos
鲲鹏,86,CURVE,分布式存储,https://github.com/opencurve/curve,repo,脚本分类: github.com/opencurve/curve
鲲鹏,87,SeaweedFS,分布式存储,https://github.com/chrislusf/seaweedfs,repo,脚本分类: github.com/chrislusf/seaweedfs
鲲鹏,88,Docker,虚拟化,https://github.com/nextcloud/docker,repo,脚本分类: github.com/nextcloud/docker
鲲鹏,89,Kubernetes,虚拟化,https://github.com/kubernetes/kubernetes,repo,脚本分类: github.com/kubernetes/kubernetes
鲲鹏,90,libvirt,虚拟化,https://github.com/libvirt/libvirt,repo,脚本分类: github.com/libvirt/libvirt
鲲鹏,91,OpenStack,虚拟化,https://github.com/openstack/openstack,repo,脚本分类: github.com/openstack/openstack
鲲鹏,92,KVM,虚拟化,https://git.kernel.org/pub/scm/virt/kvm/kvm.git,repo,脚本分类: git.kernel.org/pub/scm
鲲鹏,93,Open vSwitch,虚拟化,https://github.com/openvswitch/ovs,repo,脚本分类: github.com/openvswitch/ovs
鲲鹏,94,QEMU,虚拟化,https://github.com/qemu/qemu,repo,脚本分类: github.com/qemu/qemu
鲲鹏,95,Ovirt,虚拟化,https://github.com/ovirt/ovirt-engine,repo,脚本分类: github.com/ovirt/ovirt-engine
鲲鹏,96,Stratovirt,虚拟化,https://gitee.com/openeuler/stratovirt,repo,脚本分类: gitee.com/openeuler/stratovirt
鲲鹏,97,Calico,虚拟化,https://github.com/projectcalico/calico,repo,脚本分类: github.com/projectcalico/calico
鲲鹏,98,Flannel,虚拟化,https://github.com/coreos/flannel,repo,脚本分类: github.com/coreos/flannel
鲲鹏,99,CoreDNS,虚拟化,https://github.com/coredns/coredns,repo,脚本分类: github.com/coredns/coredns
鲲鹏,100,Containerd,虚拟化,https://github.com/containerd/containerd,repo,脚本分类: github.com/containerd/containerd
鲲鹏,101,Prometheus,虚拟化,https://github.com/prometheus/prometheus,repo,脚本分类: github.com/prometheus/prometheus
鲲鹏,102,lstio,虚拟化,https://github.com/istio/istio,repo,脚本分类: github.com/istio/istio
鲲鹏,103,Envoy,虚拟化,https://github.com/envoyproxy/envoy,repo,脚本分类: github.com/envoyproxy/envoy
鲲鹏,104,iSula,虚拟化,https://gitee.com/openeuler/iSulad,repo,脚本分类: gitee.com/openeuler/iSulad
鲲鹏,105,harbor,虚拟化,https://github.com/goharbor/harbor,repo,脚本分类: github.com/goharbor/harbor
鲲鹏,106,Apache HTTP Server,Web,https://github.com/apache/httpd,repo,脚本分类: github.com/apache/httpd
鲲鹏,107,Tomcat,Web,https://github.com/apache/tomcat,repo,脚本分类: github.com/apache/tomcat
鲲鹏,108,Varnish,Web,https://github.com/varnishcache/varnish-cache,repo,脚本分类: github.com/varnishcache/varnish-cache
鲲鹏,109,JBOSS,Web,https://github.com/wildfly/wildfly,repo,脚本分类: github.com/wildfly/wildfly
鲲鹏,110,HAProxy,Web,https://github.com/haproxy/haproxy,repo,脚本分类: github.com/haproxy/haproxy
鲲鹏,111,Memcached,Web,https://github.com/memcached/memcached,repo,脚本分类: github.com/memcached/memcached
鲲鹏,112,Nginx,Web,https://github.com/nginx/nginx,repo,脚本分类: github.com/nginx/nginx
鲲鹏,113,.NET Core,Web,https://github.com/dotnet/core,repo,脚本分类: github.com/dotnet/core
鲲鹏,114,ATS,Web,https://github.com/apache/trafficserver,repo,脚本分类: github.com/apache/trafficserver
鲲鹏,115,Jetty,Web,https://github.com/eclipse/jetty.project,repo,脚本分类: github.com/eclipse/jetty.project
鲲鹏,116,Keepalived,Web,https://github.com/acassen/keepalived,repo,脚本分类: github.com/acassen/keepalived
鲲鹏,117,Spring Cloud,Web,https://github.com/spring-cloud,organization,脚本分类: github.com/spring-cloud (org-level URL)
鲲鹏,118,Dubbo,Web,https://github.com/apache/dubbo,repo,脚本分类: github.com/apache/dubbo
鲲鹏,119,Squid,Web,https://github.com/squid-cache/squid,repo,脚本分类: github.com/squid-cache/squid
鲲鹏,120,Glassfish,Web,https://github.com/eclipse-ee4j/glassfish,repo,脚本分类: github.com/eclipse-ee4j/glassfish
鲲鹏,121,Node.js,Web,https://github.com/nodejs/node,repo,脚本分类: github.com/nodejs/node
鲲鹏,122,chromium,Web,https://github.com/chromium/chromium,repo,脚本分类: github.com/chromium/chromium
鲲鹏,123,Django,Web,https://github.com/django/django,repo,脚本分类: github.com/django/django
鲲鹏,124,fcgi,Web,https://github.com/fastcgi-archives/fcgi2,repo,脚本分类: github.com/fastcgi-archives/fcgi2
鲲鹏,125,Mongoose,Web,https://github.com/automattic/mongoose,repo,脚本分类: github.com/automattic/mongoose
鲲鹏,126,Nagios,Web,https://github.com/nagiosenterprises/nagioscore,repo,脚本分类: github.com/nagiosenterprises/nagioscore
鲲鹏,127,uWSGI,Web,https://github.com/unbit/uwsgi,repo,脚本分类: github.com/unbit/uwsgi
鲲鹏,128,Spring Framework,Web,https://github.com/spring-projects/spring-framework,repo,脚本分类: github.com/spring-projects/spring-framework
鲲鹏,129,Spring Boot,Web,https://github.com/spring-projects/spring-boot,repo,脚本分类: github.com/spring-projects/spring-boot
鲲鹏,130,Tengine,Web,https://github.com/alibaba/tengine,repo,脚本分类: github.com/alibaba/tengine
鲲鹏,131,LVS,Web,在内核集成,repo,LLM分类: Linux Virtual Server是Linux内核子系统(IPVS)，属于单一代码组件
鲲鹏,132,MySQL,数据库,https://github.com/mysql/mysql-server,repo,脚本分类: github.com/mysql/mysql-server
鲲鹏,133,MariaDB,数据库,https://github.com/mariadb/server,repo,脚本分类: github.com/mariadb/server
鲲鹏,134,PostgreSQL,数据库,https://github.com/postgres/postgres,repo,脚本分类: github.com/postgres/postgres
鲲鹏,135,MongoDB,数据库,https://github.com/mongodb/mongo,repo,脚本分类: github.com/mongodb/mongo
鲲鹏,136,RocksDB,数据库,https://github.com/facebook/rocksdb,repo,脚本分类: github.com/facebook/rocksdb
鲲鹏,137,TiDB,数据库,https://github.com/pingcap/tidb,repo,脚本分类: github.com/pingcap/tidb
鲲鹏,138,InfluxDB,数据库,https://github.com/influxdata/influxdb,repo,脚本分类: github.com/influxdata/influxdb
鲲鹏,139,SQLite,数据库,https://github.com/sqlite/sqlite,repo,脚本分类: github.com/sqlite/sqlite
鲲鹏,140,Cassandra,数据库,https://github.com/apache/cassandra,repo,脚本分类: github.com/apache/cassandra
鲲鹏,141,etcd,数据库,https://github.com/etcd-io/etcd,repo,脚本分类: github.com/etcd-io/etcd
鲲鹏,142,LevelDB,数据库,https://github.com/google/leveldb,repo,脚本分类: github.com/google/leveldb
鲲鹏,143,OrientDB,数据库,https://github.com/orientechnologies/orientdb,repo,脚本分类: github.com/orientechnologies/orientdb
鲲鹏,144,Neo4j,数据库,https://github.com/neo4j/neo4j,repo,脚本分类: github.com/neo4j/neo4j
鲲鹏,145,gcc,基础库&加速库,https://github.com/gcc-mirror/gcc,repo,脚本分类: github.com/gcc-mirror/gcc
鲲鹏,146,OpenJDK,基础库&加速库,https://github.com/openjdk/jdk,repo,脚本分类: github.com/openjdk/jdk
